PC  | CMD  | XYZ | P   | R0  | R1  | R2  | R3  | ZCNO
020 | REA  | 210 | --- | 001 | 889 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 889 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 889 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 889 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 889 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 88A | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 88A | 88B | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 88A | 88B | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 88A | 88B | 001 | FFTF
020 | REA  | 210 | --- | 001 | 88A | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 88A | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 88A | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 88A | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 88A | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 88B | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 88B | 88C | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 88B | 88C | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 88B | 88C | 001 | FFTF
020 | REA  | 210 | --- | 001 | 88B | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 88B | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 88B | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 88B | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 88B | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 88C | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 88C | 88D | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 88C | 88D | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 88C | 88D | 001 | FFTF
020 | REA  | 210 | --- | 001 | 88C | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 88C | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 88C | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 88C | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 88C | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 88D | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 88D | 88E | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 88D | 88E | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 88D | 88E | 001 | FFTF
020 | REA  | 210 | --- | 001 | 88D | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 88D | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 88D | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 88D | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 88D | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 88E | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 88E | 88F | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 88E | 88F | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 88E | 88F | 001 | FFTF
020 | REA  | 210 | --- | 001 | 88E | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 88E | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 88E | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 88E | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 88E | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 88F | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 88F | 890 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 88F | 890 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 88F | 890 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 88F | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 88F | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 88F | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 88F | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 88F | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 890 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 890 | 891 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 890 | 891 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 890 | 891 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 890 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 890 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 890 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 890 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 890 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 891 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 891 | 892 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 891 | 892 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 891 | 892 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 891 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 891 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 891 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 891 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 891 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 892 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 892 | 893 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 892 | 893 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 892 | 893 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 892 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 892 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 892 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 892 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 892 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 893 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 893 | 894 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 893 | 894 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 893 | 894 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 893 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 893 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 893 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 893 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 893 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 894 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 894 | 895 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 894 | 895 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 894 | 895 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 894 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 894 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 894 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 894 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 894 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 895 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 895 | 896 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 895 | 896 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 895 | 896 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 895 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 895 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 895 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 895 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 895 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 896 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 896 | 897 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 896 | 897 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 896 | 897 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 896 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 896 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 896 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 896 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 896 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 897 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 897 | 898 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 897 | 898 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 897 | 898 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 897 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 897 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 897 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 897 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 897 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 898 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 898 | 899 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 898 | 899 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 898 | 899 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 898 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 898 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 898 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 898 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 898 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 899 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 899 | 89A | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 899 | 89A | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 899 | 89A | 001 | FFTF
020 | REA  | 210 | --- | 001 | 899 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 899 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 899 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 899 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 899 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 89A | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 89A | 89B | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 89A | 89B | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 89A | 89B | 001 | FFTF
020 | REA  | 210 | --- | 001 | 89A | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 89A | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 89A | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 89A | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 89A | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 89B | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 89B | 89C | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 89B | 89C | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 89B | 89C | 001 | FFTF
020 | REA  | 210 | --- | 001 | 89B | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 89B | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 89B | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 89B | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 89B | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 89C | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 89C | 89D | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 89C | 89D | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 89C | 89D | 001 | FFTF
020 | REA  | 210 | --- | 001 | 89C | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 89C | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 89C | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 89C | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 89C | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 89D | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 89D | 89E | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 89D | 89E | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 89D | 89E | 001 | FFTF
020 | REA  | 210 | --- | 001 | 89D | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 89D | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 89D | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 89D | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 89D | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 89E | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 89E | 89F | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 89E | 89F | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 89E | 89F | 001 | FFTF
020 | REA  | 210 | --- | 001 | 89E | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 89E | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 89E | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 89E | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 89E | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 89F | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 89F | 8A0 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 89F | 8A0 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 89F | 8A0 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 89F | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 89F | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 89F | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 89F | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 89F | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8A0 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8A0 | 8A1 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8A0 | 8A1 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8A0 | 8A1 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8A0 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8A0 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8A0 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8A0 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8A0 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8A1 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8A1 | 8A2 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8A1 | 8A2 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8A1 | 8A2 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8A1 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8A1 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8A1 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8A1 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8A1 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8A2 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8A2 | 8A3 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8A2 | 8A3 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8A2 | 8A3 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8A2 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8A2 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8A2 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8A2 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8A2 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8A3 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8A3 | 8A4 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8A3 | 8A4 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8A3 | 8A4 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8A3 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8A3 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8A3 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8A3 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8A3 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8A4 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8A4 | 8A5 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8A4 | 8A5 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8A4 | 8A5 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8A4 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8A4 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8A4 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8A4 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8A4 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8A5 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8A5 | 8A6 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8A5 | 8A6 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8A5 | 8A6 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8A5 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8A5 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8A5 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8A5 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8A5 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8A6 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8A6 | 8A7 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8A6 | 8A7 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8A6 | 8A7 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8A6 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8A6 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8A6 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8A6 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8A6 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8A7 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8A7 | 8A8 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8A7 | 8A8 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8A7 | 8A8 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8A7 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8A7 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8A7 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8A7 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8A7 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8A8 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8A8 | 8A9 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8A8 | 8A9 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8A8 | 8A9 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8A8 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8A8 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8A8 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8A8 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8A8 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8A9 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8A9 | 8AA | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8A9 | 8AA | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8A9 | 8AA | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8A9 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8A9 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8A9 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8A9 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8A9 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8AA | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8AA | 8AB | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8AA | 8AB | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8AA | 8AB | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8AA | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8AA | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8AA | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8AA | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8AA | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8AB | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8AB | 8AC | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8AB | 8AC | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8AB | 8AC | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8AB | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8AB | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8AB | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8AB | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8AB | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8AC | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8AC | 8AD | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8AC | 8AD | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8AC | 8AD | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8AC | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8AC | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8AC | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8AC | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8AC | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8AD | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8AD | 8AE | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8AD | 8AE | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8AD | 8AE | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8AD | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8AD | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8AD | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8AD | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8AD | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8AE | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8AE | 8AF | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8AE | 8AF | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8AE | 8AF | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8AE | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8AE | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8AE | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8AE | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8AE | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8AF | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8AF | 8B0 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8AF | 8B0 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8AF | 8B0 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8AF | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8AF | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8AF | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8AF | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8AF | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8B0 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8B0 | 8B1 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8B0 | 8B1 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8B0 | 8B1 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8B0 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8B0 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8B0 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8B0 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8B0 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8B1 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8B1 | 8B2 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8B1 | 8B2 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8B1 | 8B2 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8B1 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8B1 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8B1 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8B1 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8B1 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8B2 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8B2 | 8B3 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8B2 | 8B3 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8B2 | 8B3 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8B2 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8B2 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8B2 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8B2 | 000 | 001 | TFFF
